Study Name	V_single_crystal
Sample Name	0dpa
Run Name	85degreesSpot3
Operator	Angus Wylie
Date	8/5/2019
Time	14:30
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	14:32:21
	
Time	Amplitude
2.000000E-8	2.109155E-2
2.005000E-8	2.049373E-2
2.010000E-8	1.996957E-2
2.015000E-8	1.955846E-2
2.020000E-8	1.930666E-2
2.025000E-8	1.919018E-2
2.030000E-8	1.918675E-2
2.035000E-8	1.932036E-2
2.040000E-8	1.959444E-2
2.045000E-8	1.997642E-2
2.050000E-8	2.045434E-2
2.055000E-8	2.101961E-2
2.060000E-8	2.165340E-2
2.065000E-8	2.233344E-2
2.070000E-8	2.304432E-2
2.075000E-8	2.377746E-2
2.080000E-8	2.450718E-2
2.085000E-8	2.524203E-2
2.090000E-8	2.598203E-2
2.095000E-8	2.671517E-2
2.100000E-8	2.743632E-2
2.105000E-8	2.815233E-2
2.110000E-8	2.885636E-2
2.115000E-8	2.952612E-2
2.120000E-8	3.014792E-2
2.125000E-8	3.072005E-2
2.130000E-8	3.123222E-2
2.135000E-8	3.166388E-2
2.140000E-8	3.200476E-2
2.145000E-8	3.224115E-2
2.150000E-8	3.236277E-2
2.155000E-8	3.235934E-2
2.160000E-8	3.222230E-2
2.165000E-8	3.196365E-2
2.170000E-8	3.160907E-2
2.175000E-8	3.115342E-2
2.180000E-8	3.058472E-2
2.185000E-8	2.991667E-2
2.190000E-8	2.916811E-2
2.195000E-8	2.833391E-2
2.200000E-8	2.743290E-2
2.205000E-8	2.648735E-2
2.210000E-8	2.551439E-2
2.215000E-8	2.453801E-2
2.220000E-8	2.357876E-2
2.225000E-8	2.264177E-2
2.230000E-8	2.174933E-2
2.235000E-8	2.091683E-2
2.240000E-8	2.014601E-2
2.245000E-8	1.943342E-2
2.250000E-8	1.880305E-2
2.255000E-8	1.825148E-2
2.260000E-8	1.776500E-2
2.265000E-8	1.735218E-2
2.270000E-8	1.701645E-2
2.275000E-8	1.674751E-2
2.280000E-8	1.658307E-2
2.285000E-8	1.653339E-2
2.290000E-8	1.656423E-2
2.295000E-8	1.669441E-2
2.300000E-8	1.696677E-2
2.305000E-8	1.735218E-2
2.310000E-8	1.783181E-2
2.315000E-8	1.842449E-2
2.320000E-8	1.912680E-2
2.325000E-8	1.991304E-2
2.330000E-8	2.076095E-2
2.335000E-8	2.165169E-2
2.340000E-8	2.255099E-2
2.345000E-8	2.344001E-2
2.350000E-8	2.431190E-2
2.355000E-8	2.515296E-2
2.360000E-8	2.595805E-2
2.365000E-8	2.670147E-2
2.370000E-8	2.737637E-2
2.375000E-8	2.798960E-2
2.380000E-8	2.852404E-2
2.385000E-8	2.898140E-2
2.390000E-8	2.938052E-2
2.395000E-8	2.970941E-2
2.400000E-8	2.995607E-2
2.405000E-8	3.012051E-2
2.410000E-8	3.018218E-2
2.415000E-8	3.012737E-2
2.420000E-8	2.998519E-2
2.425000E-8	2.975052E-2
2.430000E-8	2.938566E-2
2.435000E-8	2.889404E-2
2.440000E-8	2.832020E-2
2.445000E-8	2.765729E-2
2.450000E-8	2.691045E-2
2.455000E-8	2.610536E-2
2.460000E-8	2.526087E-2
2.465000E-8	2.437871E-2
